USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  40736 21492 ?        Ss   05:49   0:05 /usr/lib/systemd/systemd --switched-root --system --deserialize=47 rhgb
root         128  0.0  0.0      0     0 ?        S    05:49   0:00 [scsi_eh_0]
root         129  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/R-scsi_tmf_0]
root         130  0.0  0.0      0     0 ?        S    05:49   0:00 [scsi_eh_1]
root         131  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/R-scsi_tmf_1]
root         132  0.0  0.0      0     0 ?        S    05:49   0:00 [scsi_eh_2]
root         133  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/R-scsi_tmf_2]
root         134  0.0  0.0      0     0 ?        S    05:49   0:00 [scsi_eh_3]
root         135  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/R-scsi_tmf_3]
root         136  0.0  0.0      0     0 ?        S    05:49   0:00 [scsi_eh_4]
root         137  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/R-scsi_tmf_4]
root         138  0.0  0.0      0     0 ?        S    05:49   0:00 [scsi_eh_5]
root         139  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/R-scsi_tmf_5]
root         147  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/R-dm_bufio_cache]
root         148  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/R-mld]
root         149  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/R-ipv6_addrconf]
root         150  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/R-kstrp]
root         241  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/3:1H-kblockd]
root         245  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/9:1H-kblockd]
root         258  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/2:1H-kblockd]
root         290  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/10:1H-kblockd]
root         293  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/11:1H-kblockd]
root         295  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/5:1H-kblockd]
root         306  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/4:1H-kblockd]
root         309  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/7:1H-kblockd]
root         401  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/8:1H-kblockd]
root         553  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/R-nvme-wq]
root         554  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/R-nvme-reset-wq]
root         555  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/R-nvme-delete-wq]
root         556  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/R-nvme-auth-wq]
root         577  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/1:2H-kblockd]
root        1101  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/R-kdmflush/252:0]
root        1102  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/R-kcryptd_io-252:0-1]
root        1103  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/R-kcryptd-252:0-1]
root        1104  0.0  0.0      0     0 ?        S    05:49   0:01 [dmcrypt_write/252:0]
root        1128  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/R-btrfs-worker]
root        1129  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/R-btrfs-delalloc]
root        1130  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/R-btrfs-flush_delalloc]
root        1131  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/R-btrfs-cache]
root        1132  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/R-btrfs-fixup]
root        1133  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/R-btrfs-endio]
root        1134  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/R-btrfs-endio-meta]
root        1135  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/R-btrfs-rmw]
root        1136  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/R-btrfs-endio-write]
root        1137  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/R-btrfs-compressed-write]
root        1138  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/R-btrfs-freespace-write]
root        1139  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/R-btrfs-delayed-meta]
root        1140  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/R-btrfs-qgroup-rescan]
root        1141  0.0  0.0      0     0 ?        S    05:49   0:00 [btrfs-cleaner]
root        1142  0.0  0.0      0     0 ?        S    05:49   0:05 [btrfs-transaction]
root        1236  0.0  0.1 180140 69600 ?        Ss   05:49   0:04 /usr/lib/systemd/systemd-journald
root        1265  0.0  0.0  16612  6960 ?        Ss   05:49   0:00 /usr/lib/systemd/systemd-userdbd
root        1273  0.0  0.0  40940 15712 ?        Ss   05:49   0:00 /usr/lib/systemd/systemd-udevd
root        1278  0.0  0.0      0     0 ?        S    05:49   0:00 [psimon]
root        1370  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/R-led_workqueue]
root        1433  0.0  0.0      0     0 ?        S    05:49   0:00 [jbd2/nvme0n1p2-8]
root        1434  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/R-ext4-rsv-conversion]
root        1442  0.0  0.0      0     0 ?        S    05:49   0:00 [nv_queue]
root        1443  0.0  0.0      0     0 ?        S    05:49   0:00 [nv_queue]
root        1444  0.0  0.0      0     0 ?        S    05:49   0:00 [nv_open_q]
systemd+    1459  0.0  0.0  17344  8088 ?        Ss   05:49   0:11 /usr/lib/systemd/systemd-oomd
systemd+    1460  0.0  0.0  27192 17132 ?        Ss   05:49   0:01 /usr/lib/systemd/systemd-resolved
root        1461  0.0  0.0  29184  3532 ?        S<sl 05:49   0:00 /usr/bin/auditd
root        1463  0.0  0.0   6604  3580 ?        S<   05:49   0:00 /usr/sbin/sedispatch
dbus        1491  0.0  0.0   9624  5120 ?        Ss   05:49   0:00 /usr/bin/dbus-broker-launch --scope system --audit
root        1492  0.0  0.0      0     0 ?        S    05:49   0:00 [UVM global queue]
root        1493  0.0  0.0      0     0 ?        S    05:49   0:00 [UVM deferred release queue]
root        1494  0.0  0.0      0     0 ?        S    05:49   0:00 [UVM Tools Event Queue]
root        1495  0.0  0.0      0     0 ?        S    05:49   0:51 [nvidia-modeset/kthread_q]
root        1496  0.0  0.0      0     0 ?        S    05:49   0:00 [nvidia-modeset/deferred_close_kthread_q]
root        1497  0.0  0.0      0     0 ?        S    05:49   0:00 [irq/85-nvidia]
root        1499  0.0  0.0      0     0 ?        S    05:49   0:07 [nv_queue]
dbus        1500  0.0  0.0   8012  6072 ?        S    05:49   0:04 dbus-broker --log 10 --controller 9 --machine-id b12d77a38d344de797d6d95af0f21318 --max-bytes 536870912 --max-fds 4096 --max-matches 131072 --audit
avahi       1503  0.0  0.0   6580  4588 ?        Ss   05:49   0:00 avahi-daemon: running [fedora.local]
root        1526  0.0  0.0  80988  4344 ?        Ssl  05:49   0:00 /usr/sbin/irqbalance
chrony      1528  0.0  0.0  86424  6516 ?        Ss   05:49   0:00 /usr/sbin/chronyd -n -F 2
polkitd     1534  0.0  0.0 383712 12424 ?        Ssl  05:49   0:02 /usr/lib/polkit-1/polkitd --no-debug --log-level=notice
rtkit       1535  0.0  0.0  21728  3508 ?        SNsl 05:49   0:00 /usr/libexec/rtkit-daemon
root        1536  0.0  0.0   9684  6024 ?        Ss   05:49   0:00 /usr/bin/smartd -n -q never --capabilities=mail
root        1537  0.0  0.0 534532  8192 ?        Ssl  05:49   0:00 /usr/libexec/accounts-daemon
root        1538  0.0  0.0 531856  6900 ?        Ssl  05:49   0:00 /usr/libexec/switcheroo-control
root        1539  0.0  0.0  17416  8828 ?        Ss   05:49   0:00 /usr/lib/systemd/systemd-homed
root        1541  0.0  0.0  20056 12044 ?        Ss   05:49   0:00 /usr/lib/systemd/systemd-logind
root        1543  0.0  0.0 543448 18356 ?        Ssl  05:49   0:03 /usr/libexec/udisks2/udisksd
root        1546  0.0  0.0 543000 11376 ?        Ssl  05:49   0:00 /usr/libexec/upowerd
root        1558  0.0  0.0 554096 14316 ?        Ssl  05:49   0:00 /usr/sbin/abrtd -d -s
root        1569  0.0  0.0      0     0 ?        S    05:49   0:00 [psimon]
root        1585  0.0  0.0   4932  3512 ?        SNs  05:49   0:00 /usr/sbin/alsactl -s -n 19 -c -E ALSA_CONFIG_PATH=/etc/alsa/alsactl.conf --initfile=/lib/alsa/init/00main rdaemon
avahi       1590  0.0  0.0   6444  1652 ?        S    05:49   0:00 avahi-daemon: chroot helper
root        1633  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/R-rpciod]
root        1634  0.0  0.0      0     0 ?        I<   05:49   0:00 [kworker/R-xprtiod]
root        1656  0.0  0.0 459120 32648 ?        Ss   05:49   0:00 /usr/bin/abrt-dump-journal-core -D -T -f -e
root        1661  0.0  0.0 433824 31008 ?        Ss   05:49   0:00 /usr/bin/abrt-dump-journal-oops -fxtD
root        1667  0.0  0.0 433824 27964 ?        Ss   05:49   0:00 /usr/bin/abrt-dump-journal-xorg -fxtD
root        1670  0.0  0.0 391376 13956 ?        Ssl  05:49   0:00 /usr/bin/ModemManager
root        1671  0.0  0.1 369912 49628 ?        Ssl  05:49   0:00 /usr/bin/python3 -sP /usr/bin/firewalld --nofork --nopid
root        1731  0.0  0.0 559632 22828 ?        Ssl  05:49   0:04 /usr/bin/NetworkManager --no-daemon
root        1751  0.0  0.0 252600 11512 ?        Ss   05:49   0:00 /usr/bin/cupsd -l
root        1753  0.0  0.0 282804  8328 ?        Ssl  05:49   0:00 /usr/bin/gssproxy -i
root        1754  0.0  0.0 500688 36784 ?        Ssl  05:49   0:01 /usr/bin/python3 -Es /usr/sbin/tuned -l -P
root        2116  0.0  0.0 498672 33976 ?        Ssl  05:49   0:00 /usr/bin/python3 -Es /usr/sbin/tuned-ppd -l
root        2131  0.0  0.0 364060 35944 ?        Ssl  05:49   0:02 /usr/sbin/rsyslogd -n
root        2146  0.0  0.0   5120  3144 ?        Ss   05:50   0:00 /usr/sbin/atd -f
root        2147  0.0  0.0 233004  3700 ?        Ss   05:50   0:00 /usr/sbin/crond -n
root        2164  0.0  0.0 384940 24364 ?        Ssl  05:50   0:00 /usr/bin/sddm
root        2177  0.0  0.0 306180  7300 ?        Ssl  05:50   0:00 /usr/libexec/uresourced
root        2208  0.0  0.0      0     0 ?        S    05:50   0:00 [psimon]
root        2377  0.0  0.0 308376 25472 ?        S    05:50   0:00 /usr/libexec/sddm-helper --socket /tmp/sddm-auth-4df13e17-3c73-48e8-962a-c1d810f55b38 --id 1 --start /usr/libexec/plasma-dbus-run-session-if-needed /usr/bin/startplasma-wayland --user asanchez
asanchez    2385  0.0  0.0  24884 15804 ?        Ss   05:50   0:01 /usr/lib/systemd/systemd --user
asanchez    2387  0.0  0.0  17172  3272 ?        S    05:50   0:00 (sd-pam)
asanchez    2416  0.0  0.0   9104  4616 ?        Ss   05:50   0:00 /usr/bin/dbus-broker-launch --scope user
asanchez    2417  0.0  0.0   8336  6340 ?        S    05:50   0:06 dbus-broker --log 11 --controller 10 --machine-id b12d77a38d344de797d6d95af0f21318 --max-bytes 100000000000000 --max-fds 25000000000000 --max-matches 5000000000
asanchez    2420  0.0  0.3 941256 131892 ?       SLl  05:50   0:00 /usr/bin/ksecretd --pam-login 13 14
asanchez    2421  0.0  0.1 542000 48936 tty2     Ssl+ 05:50   0:00 /usr/bin/startplasma-wayland
asanchez    2687  0.0  0.0 383420 20308 ?        Ssl  05:50   0:00 /usr/bin/kwin_wayland_wrapper --xwayland
asanchez    2688  0.0  0.0 381536  9808 ?        Ssl  05:50   0:00 /usr/libexec/uresourced --user
asanchez    2699  0.0  0.0 331424 16544 ?        S<sl 05:50   0:01 /usr/bin/pipewire
asanchez    2700  0.0  0.0 941412 29388 ?        S<sl 05:50   0:02 /usr/bin/wireplumber
asanchez    2702  0.0  0.0 410960 23448 ?        S<sl 05:50   0:00 /usr/bin/pipewire-pulse
asanchez    2703  2.8  0.9 2018464 386712 ?      Sl   05:50  27:10 /usr/bin/kwin_wayland --wayland-fd 7 --socket wayland-0 --xwayland-fd 8 --xwayland-fd 9 --xwayland-display :0 --xwayland-xauthority /run/user/1000/xauth_btkhSo --xwayland
asanchez    2704  0.0  0.0 268901916 30016 ?     SNsl 05:50   0:04 /usr/libexec/kf6/baloo_file
asanchez    2728  0.0  0.0 1388104 18364 ?       Ssl  05:50   0:04 /usr/libexec/xdg-desktop-portal
asanchez    2737  0.0  0.0 531268  6256 ?        Ssl  05:50   0:00 /usr/libexec/xdg-permission-store
asanchez    2748  0.0  0.0 830592  8668 ?        Ssl  05:50   0:01 /usr/libexec/xdg-document-portal
root        2758  0.0  0.0   2588  2052 ?        Ss   05:50   0:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
root        2784  0.0  0.0      0     0 ?        S    05:50   0:00 [nvidia-drm/timeline-1c]
root        2785  0.0  0.0      0     0 ?        S    05:50   0:06 [nvidia-drm/timeline-1d]
asanchez    2790  0.0  0.5 1466904 219572 ?      Sl   05:50   0:10 /usr/bin/plasma-keyboard
asanchez    2805  0.0  0.3 408972 156508 ?       S    05:50   0:01 /usr/bin/Xwayland :0 -auth /run/user/1000/xauth_btkhSo -listenfd 8 -listenfd 9 -displayfd 101 -wm 107 -rootless -enable-ei-portal
root        2811  0.0  0.0      0     0 ?        S    05:50   0:00 [nvidia-drm/timeline-1f]
root        2814  0.0  0.0      0     0 ?        S    05:50   0:00 [nvidia-drm/timeline-20]
asanchez    2823  0.0  0.0 380684  7940 ?        Ssl  05:50   0:00 /usr/libexec/at-spi-bus-launcher
asanchez    2834  0.0  0.0   8972  4376 ?        S    05:50   0:00 /usr/bin/dbus-broker-launch --config-file=/usr/share/defaults/at-spi2/accessibility.conf --scope user
asanchez    2837  0.0  0.0   5088  3184 ?        S    05:50   0:00 dbus-broker --log 10 --controller 9 --machine-id b12d77a38d344de797d6d95af0f21318 --max-bytes 100000000000000 --max-fds 6400000 --max-matches 5000000000
asanchez    2846  0.0  0.2 668928 108788 ?       Ssl  05:50   0:00 /usr/bin/ksmserver
asanchez    2848  0.0  0.4 2303020 170440 ?      Ssl  05:50   0:03 /usr/bin/kded6
root        2866  0.0  0.0      0     0 ?        S    05:50   0:00 [nvidia-drm/timeline-2c]
root        2867  0.0  0.0      0     0 ?        S    05:50   0:00 [nvidia-drm/timeline-2d]
root        2870  0.0  0.0      0     0 ?        S    05:50   0:00 [nvidia-drm/timeline-2f]
asanchez    2875  0.0  1.1 4378816 482772 ?      Ssl  05:50   0:32 /usr/bin/plasmashell --no-respawn
asanchez    2880  0.0  0.0 168428  7796 ?        Ssl  05:50   0:00 /usr/libexec/at-spi2-registryd --use-gnome-session
asanchez    2929  0.0  0.0 163952  6076 ?        Ssl  05:50   0:00 /usr/libexec/dconf-service
asanchez    2940  0.0  0.1 891024 46532 ?        Ssl  05:50   0:00 /usr/libexec/kactivitymanagerd
root        2943  0.0  0.0      0     0 ?        S    05:50   0:00 [nvidia-drm/timeline-30]
asanchez    2954  0.0  0.0 460428 27320 ?        Ssl  05:50   0:00 /usr/bin/gmenudbusmenuproxy
asanchez    2955  0.0  0.2 669144 109728 ?       Ssl  05:50   0:00 /usr/bin/kaccess
asanchez    2958  0.0  0.3 1091876 128464 ?      Ssl  05:50   0:00 /usr/libexec/kf6/polkit-kde-authentication-agent-1
asanchez    2960  0.0  0.1 1071320 59748 ?       Ssl  05:50   0:07 /usr/libexec/org_kde_powerdevil
asanchez    2961  0.0  0.6 1832524 258760 ?      Ssl  05:50   0:04 /usr/libexec/xdg-desktop-portal-kde
asanchez    2963  0.0  0.0 459840 26496 ?        Ssl  05:50   0:00 /usr/bin/xembedsniproxy
asanchez    2964  0.0  0.0   8688  5852 ?        Ss   05:50   0:00 /usr/bin/ssh-agent -D
asanchez    2965  0.0  0.0  47680  8580 ?        Ss   05:50   0:00 /usr/libexec/bluetooth/obexd
asanchez    2992  0.0  0.0   7848  4708 ?        S    05:50   0:00 /usr/bin/xsettingsd
root        3016  0.0  0.0      0     0 ?        S    05:50   0:00 [nvidia-drm/timeline-31]
root        3025  0.0  0.0      0     0 ?        S    05:50   0:00 [nvidia-drm/timeline-32]
root        3029  0.0  0.0      0     0 ?        S    05:50   0:00 [nvidia-drm/timeline-33]
asanchez    3070  0.0  0.3 1013308 137912 ?      Ssl  05:50   0:21 /usr/bin/kdeconnectd
root        3074  0.0  0.0      0     0 ?        S    05:50   0:00 [nvidia-drm/timeline-3e]
asanchez    3164  0.0  0.0 513072 21584 ?        Ssl  05:50   0:00 /usr/bin/abrt-applet --gapplication-service
asanchez    3180  0.0  0.3 1164048 139652 ?      Ssl  05:50   0:00 /usr/bin/xwaylandvideobridge
asanchez    3183  0.0  0.1 1900692 59088 ?       Ssl  05:50   0:00 /usr/bin/python3 -Es /usr/bin/seapplet
asanchez    3189  0.0  0.0 397488 27716 ?        Ssl  05:50   0:00 /usr/bin/kunifiedpush-distributor
asanchez    3199  0.0  0.0 714548 24508 ?        Ssl  05:50   0:00 /usr/libexec/xdg-desktop-portal-gtk
asanchez    3202  0.0  0.0 542048  9204 ?        Ssl  05:50   0:00 /usr/libexec/geoclue-2.0/demos/agent
asanchez    3228  0.0  0.4 1367528 180940 ?      Ssl  05:50   0:01 /usr/libexec/DiscoverNotifier --check-delay 20
asanchez    3230  0.0  0.4 1473768 188836 ?      Ssl  05:50   0:00 /usr/bin/kalendarac
root        3244  0.0  0.0 554124 14576 ?        Ssl  05:50   0:01 /usr/sbin/abrt-dbus -t133
root        3281  0.0  0.0      0     0 ?        S    05:50   0:00 [nvidia-drm/timeline-45]
root        3282  0.0  0.0      0     0 ?        S    05:50   0:00 [nvidia-drm/timeline-46]
root        3309  0.0  0.0      0     0 ?        S    05:50   0:00 [nvidia-drm/timeline-48]
asanchez    3318  0.0  0.3 1093008 128624 ?      Sl   05:50   0:01 /usr/bin/akonadi_control
root        3339  0.0  0.0      0     0 ?        S    05:50   0:00 [nvidia-drm/timeline-49]
asanchez    3340  0.0  0.1 2664056 48692 ?       Sl   05:50   0:01 /usr/bin/akonadiserver
asanchez    3346  0.0  0.1 2556396 72336 ?       Sl   05:50   0:00 /usr/libexec/mysqld --defaults-file=/home/asanchez/.local/share/akonadi/mysql.conf --datadir=/home/asanchez/.local/share/akonadi/db_data/ --socket=/run/user/1000/akonadi/mysql.socket --pid-file=/run/user/1000/akonadi/mysql.pid
root        3355  0.0  0.0      0     0 ?        I<   05:50   0:00 [kworker/R-dio/dm-0]
asanchez    3366  0.0  0.0 404668 10312 ?        Ssl  05:50   0:00 /usr/libexec/imsettings-daemon
asanchez    3457  3.1  2.9 13182660 1204348 ?    Ssl  05:50  30:04 /usr/lib64/firefox/firefox
