USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  40736 21492 ?        Ss   05:49   0:05 /usr/lib/systemd/systemd --switched-root --system --deserialize=47 rhgb
asanchez    3464  0.0  0.4 1478108 188856 ?      Sl   05:50   0:00 /usr/bin/akonadi_archivemail_agent --identifier akonadi_archivemail_agent
asanchez    3465  0.0  0.0 511464 35488 ?        Sl   05:50   0:00 /usr/bin/akonadi_birthdays_resource --identifier akonadi_birthdays_resource
asanchez    3466  0.0  0.0 511848 35120 ?        Sl   05:50   0:00 /usr/bin/akonadi_contacts_resource --identifier akonadi_contacts_resource_0
asanchez    3467  0.0  0.3 1019408 132724 ?      Sl   05:50   0:00 /usr/bin/akonadi_followupreminder_agent --identifier akonadi_followupreminder_agent
asanchez    3468  0.0  0.0 513704 38144 ?        Sl   05:50   0:00 /usr/bin/akonadi_ical_resource --identifier akonadi_ical_resource_0
asanchez    3469  0.0  0.1 533616 44644 ?        SNl  05:50   0:00 /usr/bin/akonadi_indexing_agent --identifier akonadi_indexing_agent
asanchez    3470  0.0  0.1 527568 41504 ?        Sl   05:50   0:00 /usr/bin/akonadi_maildir_resource --identifier akonadi_maildir_resource_0
asanchez    3476  0.0  0.3 1018336 132236 ?      Sl   05:50   0:00 /usr/bin/akonadi_maildispatcher_agent --identifier akonadi_maildispatcher_agent
asanchez    3480  0.0  0.4 1478220 190104 ?      Sl   05:50   0:00 /usr/bin/akonadi_mailfilter_agent --identifier akonadi_mailfilter_agent
asanchez    3481  0.0  0.3 1031184 140200 ?      Sl   05:50   0:00 /usr/bin/akonadi_mailmerge_agent --identifier akonadi_mailmerge_agent
asanchez    3482  0.0  0.3 1019248 132788 ?      Sl   05:50   0:00 /usr/bin/akonadi_migration_agent --identifier akonadi_migration_agent
asanchez    3487  0.0  0.3 1033384 140584 ?      Sl   05:50   0:00 /usr/bin/akonadi_newmailnotifier_agent --identifier akonadi_newmailnotifier_agent
asanchez    3488  0.0  0.4 1400908 187600 ?      Sl   05:50   0:00 /usr/bin/akonadi_sendlater_agent --identifier akonadi_sendlater_agent
asanchez    3489  0.0  0.4 1404456 188024 ?      Sl   05:50   0:00 /usr/bin/akonadi_unifiedmailbox_agent --identifier akonadi_unifiedmailbox_agent
root        3529  0.0  0.0      0     0 ?        S    05:50   0:00 [nvidia-drm/timeline-4a]
root        3532  0.0  0.0      0     0 ?        S    05:50   0:00 [nvidia-drm/timeline-4b]
root        3543  0.0  0.0      0     0 ?        S    05:50   0:00 [nvidia-drm/timeline-4c]
root        3544  0.0  0.0      0     0 ?        S    05:50   0:00 [nvidia-drm/timeline-4d]
root        3545  0.0  0.0      0     0 ?        S    05:50   0:00 [nvidia-drm/timeline-4e]
root        3574  0.0  0.0      0     0 ?        S    05:50   0:00 [nvidia-drm/timeline-4f]
root        3577  0.0  0.0      0     0 ?        S    05:50   0:00 [nvidia-drm/timeline-50]
root        3579  0.0  0.0      0     0 ?        S    05:50   0:00 [nvidia-drm/timeline-51]
root        3581  0.0  0.0      0     0 ?        S    05:50   0:00 [nvidia-drm/timeline-52]
asanchez    3647  0.0  0.0      0     0 ?        Z    05:50   0:00 [bwrap] <defunct>
root        3734  0.0  0.0 1805296 11512 ?       Ssl  05:50   0:00 /usr/bin/pcscd --foreground --auto-exit
asanchez    3765  0.0  0.0 148740  2892 ?        Sl   05:50   0:00 /usr/lib64/firefox/crashhelper 3457 13 /tmp/ 16
asanchez    3832  0.0  0.0 435652 28980 ?        S    05:50   0:00 /usr/lib64/firefox/firefox -contentproc -ipcHandle 0 -signalPipe 1 -initialChannelId {c5744661-dff6-4dd9-92d6-2ffe9ba73c9c} -parentPid 3457 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 1 forkserver
root        3834  0.0  0.0      0     0 ?        S    05:50   0:01 [nvidia-drm/timeline-5e]
asanchez    3835  0.0  0.1 459736 46728 ?        Sl   05:50   0:01 /usr/lib64/firefox/firefox -contentproc -parentBuildID 20260225093857 -prefsHandle 0:36836 -prefMapHandle 1:279225 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {0c4a7bbf-beca-447d-a17e-71dc8dd138d6} -parentPid 3457 -crashReporter 5 -crashHelper 6 -appDir /usr/lib64/firefox/browser 2 socket
asanchez    3870  0.0  0.6 3158968 280084 ?      Sl   05:50   0:47 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:36954 -prefMapHandle 1:279225 -jsInitHandle 2:227672 -parentBuildID 20260225093857 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {b32cc640-1e53-47fa-969a-4fd199d3ed34} -parentPid 3457 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 3 tab
asanchez    3881  0.0  0.1 633664 66912 ?        Sl   05:50   0:00 /usr/lib64/firefox/firefox -contentproc -parentBuildID 20260225093857 -prefsHandle 0:36954 -prefMapHandle 1:279225 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {915045d7-f364-429e-be1a-b5ca6ef12e5a} -parentPid 3457 -crashReporter 5 -crashHelper 6 -appDir /usr/lib64/firefox/browser 4 rdd
asanchez    4077  0.0  0.7 20085568 291256 ?     Sl   05:50   0:25 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:37019 -prefMapHandle 1:279225 -jsInitHandle 2:227672 -parentBuildID 20260225093857 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {23611765-4ada-4842-8e63-78fa625632a4} -parentPid 3457 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 5 tab
asanchez    4145  0.0  0.1 582516 56448 ?        Sl   05:50   0:00 /usr/lib64/firefox/firefox -contentproc -parentBuildID 20260225093857 -sandboxingKind 0 -prefsHandle 0:47688 -prefMapHandle 1:279225 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {7e3750d1-b3ef-4d34-8f3c-b0e307079edd} -parentPid 3457 -crashReporter 5 -crashHelper 6 -appDir /usr/lib64/firefox/browser 6 utility
asanchez    4163  0.1  1.4 3619668 593640 ?      Sl   05:50   1:23 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:43586 -prefMapHandle 1:279225 -jsInitHandle 2:227672 -parentBuildID 20260225093857 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {b7ccbd9a-cdd2-4ad4-8051-89ebf7bac11b} -parentPid 3457 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 7 tab
asanchez    4170  1.6  2.0 4085972 822808 ?      Sl   05:50  15:20 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:43586 -prefMapHandle 1:279225 -jsInitHandle 2:227672 -parentBuildID 20260225093857 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {6657f472-2c27-4697-b61a-8b8534cb56ca} -parentPid 3457 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 8 tab
asanchez    4177  0.0  1.0 3231412 413824 ?      Sl   05:50   0:17 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:43586 -prefMapHandle 1:279225 -jsInitHandle 2:227672 -parentBuildID 20260225093857 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {4e956f2d-f6c1-4044-933a-ba7d13dd14c7} -parentPid 3457 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 9 tab
asanchez    4454  0.3  0.4 2915424 186280 ?      Sl   05:50   3:14 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:43586 -prefMapHandle 1:279225 -jsInitHandle 2:227672 -parentBuildID 20260225093857 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {29177ea2-23d2-4835-a965-bbfc502e6160} -parentPid 3457 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 10 tab
root        4670  0.0  0.0      0     0 ?        S    05:50   0:00 [nvidia-drm/timeline-71]
root        4869  0.0  0.0      0     0 ?        S    05:50   0:00 [nvidia-drm/timeline-72]
asanchez    5108  0.0  1.4 2340564 598812 ?      Ssl  05:51   0:27 /usr/bin/spectacle --dbus
root        5116  0.0  0.0      0     0 ?        S    05:51   0:00 [nvidia-drm/timeline-74]
asanchez   29964  0.0  0.0 328620 11664 ?        Sl   06:22   0:00 /usr/lib64/speech-dispatcher-modules//sd_espeak-ng /etc/speech-dispatcher/modules/espeak-ng.conf
asanchez   29967  0.0  0.0 328680 11696 ?        Sl   06:22   0:00 /usr/lib64/speech-dispatcher-modules//sd_espeak-ng /etc/speech-dispatcher/modules/
asanchez   29976  0.0  0.0 159100  6440 ?        Sl   06:22   0:00 /usr/lib64/speech-dispatcher-modules//sd_dummy /etc/speech-dispatcher/modules/
asanchez   29979  0.0  0.0 340380  6512 ?        Ssl  06:22   0:00 /usr/bin/speech-dispatcher --spawn --communication-method unix_socket --socket-path /run/user/1000/speech-dispatcher/speechd.sock
asanchez   30255  0.0  0.3 2853256 143976 ?      Sl   06:24   0:06 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:43586 -prefMapHandle 1:279225 -jsInitHandle 2:227672 -parentBuildID 20260225093857 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {5759902e-b634-43cf-ba14-6600a65bec05} -parentPid 3457 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 23 tab
asanchez   30368  0.0  1.2 3408968 492224 ?      Sl   06:25   0:53 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:43586 -prefMapHandle 1:279225 -jsInitHandle 2:227672 -parentBuildID 20260225093857 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {0cf4c7a0-a292-4c8d-a776-b085bb7c50b4} -parentPid 3457 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 25 tab
asanchez   30814  0.0  0.6 2993376 248240 ?      Sl   06:32   0:07 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:43586 -prefMapHandle 1:279225 -jsInitHandle 2:227672 -parentBuildID 20260225093857 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {e7cb38e4-06de-4a63-b2c6-f043b5ea34c5} -parentPid 3457 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 26 tab
asanchez   30887  0.0  0.4 1628604 190492 ?      Ssl  06:34   0:40 /usr/bin/konsole
root       30891  0.0  0.0      0     0 ?        S    06:34   0:00 [nvidia-drm/timeline-1a8]
asanchez   31343  0.0  0.0   8708  4020 ?        Ss   06:40   0:00 ssh-agent -s
asanchez   31548  0.0  0.6 3048628 275476 ?      Sl   06:42   0:24 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:43627 -prefMapHandle 1:279225 -jsInitHandle 2:227672 -parentBuildID 20260225093857 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {424ffbd0-93d9-4bc9-9eac-0b1ef4a3cbea} -parentPid 3457 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 27 tab
asanchez   31612  0.0  0.5 2952932 214936 ?      Sl   06:42   0:05 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:43627 -prefMapHandle 1:279225 -jsInitHandle 2:227672 -parentBuildID 20260225093857 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {ddefe9de-5796-4c5f-ba10-49da065be8d4} -parentPid 3457 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 28 tab
asanchez   32013  0.0  0.0   8708  4028 ?        Ss   06:48   0:00 ssh-agent -s
asanchez   32700  0.0  0.4 1991100 191576 ?      Ssl  06:58   0:08 /usr/bin/dolphin
root       32704  0.0  0.0      0     0 ?        S    06:58   0:00 [nvidia-drm/timeline-24c]
root       33942  0.0  0.0      0     0 ?        I    07:09   0:00 [kworker/5:0-mm_percpu_wq]
root       34753  0.0  0.0      0     0 ?        S    07:18   0:00 [nvidia-drm/timeline-2cf]
asanchez   34939  0.0  0.3 269372420 127444 ?    Ssl  07:20   0:00 /usr/libexec/baloorunner
root       34943  0.0  0.0      0     0 ?        S    07:20   0:00 [nvidia-drm/timeline-2d0]
asanchez   34988  0.0  0.4 2915232 170608 ?      Sl   07:20   0:04 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:43627 -prefMapHandle 1:279225 -jsInitHandle 2:227672 -parentBuildID 20260225093857 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {745b5bc0-d76b-42bd-8b50-4220121bd02b} -parentPid 3457 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 32 tab
asanchez   35117  0.0  0.0 233840  5556 pts/2    Ss+  07:21   0:00 /bin/bash
asanchez   35548  0.5  0.6 2468500 267784 ?      Ssl  07:22   5:07 /usr/bin/plasma-systemmonitor
root       35552  0.0  0.0      0     0 ?        S    07:22   0:00 [nvidia-drm/timeline-2df]
asanchez   35562  0.6  0.0 230740  7392 ?        Sl   07:22   5:27 /usr/libexec/ksysguard/ksgrd_network_helper
root       35565  0.0  0.0      0     0 ?        I<   07:22   0:00 [kworker/R-ib-comp-wq]
root       35566  0.0  0.0      0     0 ?        I<   07:22   0:00 [kworker/R-ib-comp-unb-wq]
root       35567  0.0  0.0      0     0 ?        I<   07:22   0:00 [kworker/R-ib_mcast]
root       35568  0.0  0.0      0     0 ?        I<   07:22   0:00 [kworker/R-ib_nl_sa_wq]
asanchez   35578  0.0  0.0 481256 36092 ?        Ssl  07:22   0:27 /usr/bin/ksystemstats
asanchez   35586  0.0  0.0 271080 22320 ?        Sl   07:22   0:31 /usr/bin/nvidia-smi dmon -d 2 -s pucm
asanchez   35730  0.0  0.0 233840  5440 pts/3    Ss+  07:23   0:00 /bin/bash
asanchez   36145  0.0  0.6 3049808 282576 ?      Sl   07:25   0:09 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:43627 -prefMapHandle 1:279225 -jsInitHandle 2:227672 -parentBuildID 20260225093857 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {1b9f84ce-79df-4412-8b7c-1d007cb1784e} -parentPid 3457 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 34 tab
asanchez   36188  0.0  0.6 3032604 275068 ?      Sl   07:25   0:14 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:43627 -prefMapHandle 1:279225 -jsInitHandle 2:227672 -parentBuildID 20260225093857 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {114648fd-1080-4de8-84b2-0b423b104f6b} -parentPid 3457 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 35 tab
asanchez   36597  0.0  0.5 3040604 212792 ?      Sl   07:26   0:03 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:43627 -prefMapHandle 1:279225 -jsInitHandle 2:227672 -parentBuildID 20260225093857 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8de8d2a1-2b85-4cd4-955f-a29273f8d47f} -parentPid 3457 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 38 tab
root       36814  0.0  0.0      0     0 ?        I    07:28   0:00 [kworker/6:1-mm_percpu_wq]
asanchez   37690  0.1  1.0 3421132 415188 ?      Sl   07:38   1:19 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:43627 -prefMapHandle 1:279225 -jsInitHandle 2:227672 -parentBuildID 20260225093857 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {c5b18006-07dc-4340-8b6c-ff8b621cd0bd} -parentPid 3457 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 39 tab
asanchez   38620  0.1  0.6 1461756712 279300 ?   Ssl  07:46   1:29 /usr/share/antigravity/antigravity
asanchez   38627  0.0  0.1 34319832 57268 ?      S    07:46   0:00 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
asanchez   38628  0.0  0.1 34319820 57348 ?      S    07:46   0:00 /usr/share/antigravity/antigravity --type=zygote
asanchez   38630  0.0  0.0 34319844 14868 ?      S    07:46   0:00 /usr/share/antigravity/antigravity --type=zygote
asanchez   38646  0.0  0.0 33567820 4408 ?       Sl   07:46   0:00 /usr/share/antigravity/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/asanchez/.config/Antigravity/Crashpad --annotation=_companyName=Google --annotation=_productName=Antigravity --annotation=_version=1.107.0 --annotation=lsb-release=Fedora Linux 43 (KDE Plasma Desktop Edition) --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=39.2.3 --initial-client-fd=48 --shared-client-connection
asanchez   38660  0.4  0.6 39212492 256596 ?     Sl   07:46   3:39 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
asanchez   38669  0.0  0.2 34134628 89960 ?      Sl   07:46   0:04 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=38646 --enable-crash-reporter=3f92b9d8-5aeb-4431-9633-3644fee11b5b,no_channel --user-data-dir=/home/asanchez/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,11704957901186637805,15881656215859883799,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708989122997041
root       38678  0.0  0.0      0     0 ?        S    07:46   0:00 [nvidia-drm/timeline-2ee]
root       38680  0.0  0.0      0     0 ?        S    07:46   0:00 [vidmem lazy free]
root       38681  0.0  0.0      0     0 ?        S    07:46   0:00 [UVM GPU1 BH]
asanchez   38709  1.0  3.6 1461966400 1505368 ?  Rl   07:46   9:01 /usr/share/antigravity/antigravity --type=zygote
asanchez   38725  0.0  0.4 1460125020 173104 ?   Sl   07:46   0:02 /usr/share/antigravity/antigravity --type=zygote
asanchez   38767  0.0  0.1 34185000 70196 ?      Sl   07:46   0:00 /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=38646 --enable-crash-reporter=3f92b9d8-5aeb-4431-9633-3644fee11b5b,no_channel --user-data-dir=/home/asanchez/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,11704957901186637805,15881656215859883799,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708991934122588
asanchez   38769  0.0  0.3 1461584764 125684 ?   Sl   07:46   0:03 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=38646 --enable-crash-reporter=3f92b9d8-5aeb-4431-9633-3644fee11b5b,no_channel --user-data-dir=/home/asanchez/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,11704957901186637805,15881656215859883799,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708993808206286
asanchez   38849  0.0  0.3 1461620612 131196 ?   Sl   07:46   0:11 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=38646 --enable-crash-reporter=3f92b9d8-5aeb-4431-9633-3644fee11b5b,no_channel --user-data-dir=/home/asanchez/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,11704957901186637805,15881656215859883799,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708997556373682
root       38951  0.0  0.0      0     0 ?        S    07:46   0:00 [nvidia-drm/timeline-2fa]
asanchez   38954  0.0  0.3 1100176 132356 ?      SLsl 07:46   0:00 /usr/bin/kwalletd6
root       38964  0.0  0.0      0     0 ?        S    07:46   0:00 [nvidia-drm/timeline-2fb]
asanchez   39333  0.0  0.3 1461604172 125504 ?   Sl   07:46   0:02 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=38646 --enable-crash-reporter=3f92b9d8-5aeb-4431-9633-3644fee11b5b,no_channel --user-data-dir=/home/asanchez/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,11704957901186637805,15881656215859883799,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190709002241582927
asanchez   39348  0.0  0.7 1461588516 299028 ?   Sl   07:46   0:36 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=38646 --enable-crash-reporter=3f92b9d8-5aeb-4431-9633-3644fee11b5b,no_channel --user-data-dir=/home/asanchez/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,11704957901186637805,15881656215859883799,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190709003178624776
asanchez   39509  0.0  0.0 233892  5528 pts/5    Ss+  07:46   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
asanchez   39574  0.0  0.6 4836956 257720 ?      Sl   07:46   0:38 /usr/share/antigravity/resources/app/extensions/antigravity/bin/language_server_linux_x64 --enable_lsp --csrf_token 71ea0d6a-0df8-4b21-92d7-3d3b018a3841 --extension_server_port 33039 --extension_server_csrf_token 3ed7cdd2-d11c-4e13-957f-21f209783c13 --random_port --workspace_id file_home_asanchez_TRADER_OPS --cloud_code_endpoint https://daily-cloudcode-pa.googleapis.com --app_data_dir antigravity --parent_pipe_path /tmp/server_586b2977bb0f2d54
asanchez   39765  0.0  0.4 1425412 180380 ?      Ssl  07:47   0:01 /usr/bin/kwrite /home/asanchez/Downloads/TRADER_OPS_RECOVERY_BRIEF.md
root       39769  0.0  0.0      0     0 ?        S    07:47   0:00 [nvidia-drm/timeline-324]
root       45164  0.0  0.0      0     0 ?        I    08:16   0:00 [kworker/8:1-mm_percpu_wq]
root       45171  0.0  0.0      0     0 ?        I    08:16   0:00 [kworker/9:1-mm_percpu_wq]
root       45375  0.0  0.0      0     0 ?        I    08:24   0:00 [kworker/2:1-mm_percpu_wq]
root       45585  0.0  0.0      0     0 ?        I<   08:36   0:00 [kworker/0:2H-kblockd]
root       46402  0.0  0.0      0     0 ?        I    19:12   0:00 [kworker/7:2-events]
root       46404  0.0  0.0      0     0 ?        I    19:12   0:00 [kworker/4:4-mm_percpu_wq]
root       46435  0.0  0.0      0     0 ?        I<   19:12   0:00 [kworker/0:0H-kblockd]
